bidder_id,outcome,nb_bids,nb_auctions,nb_won,max_bids,nb_devices,nb_ips,nb_countries,nb_urls,ratio_main_url,min_action_time,mean_action_time,unique_action_time,min_react_time,mean_react_time,unique_react_time,merchandise_books and music,merchandise_computers,merchandise_home goods,merchandise_jewelry,merchandise_mobile,merchandise_office equipment,merchandise_others,merchandise_sporting goods
716079d1913959ccae0307f760bcddddt6d4o,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
4af5e2532224f9f7d1d039704573d9205jbkv,0.0,222,30,0,188,76,200,11,101,0.26126126126126126,315789473.0,345201476542.0317,211,0.0,5555713608.355856,80,0,0,0,0,0,0,0,1
c62a6956e93ac3b56b1292f2c2d85b1fyekav,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
ed5ee107143980558fae26c1b5c7b81a82spj,0.0,1,1,0,1,1,1,1,1,1.0,76929105263158.0,76929105263158.0,1,52631579.0,52631579.0,1,0,0,0,0,1,0,0,0
5aeb71cdc92fe5d1c4a4e127d7ca7783gzje9,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
292dedb5371b8e0ebbeea57f14b35713e2ie2,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
4992da4511c3c1b4efed3e16c7d8dec65ilfj,0.0,4,2,0,3,3,2,2,1,0.0,7789473685.0,1153684210526.3333,3,4263157894.0,11131578947.0,4,0,0,1,0,0,0,0,0
519c0f3b989c8e1781e0910f685980ce15wzr,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
ffacbed056cbfaa60c1fcf51f0d381bddr3ly,0.0,2,2,0,1,2,2,1,1,0.0,70583263157894.0,70583263157894.0,1,11000000000.0,479789473684.0,2,0,0,0,0,0,0,0,1
5a823474f9fdaa129dea9fa690d51b62rgm7q,0.0,14,5,0,7,2,14,5,1,1.0,11105263158.0,5871016194331.923,13,1052631579.0,23817813765.076923,13,0,0,0,0,1,0,0,0
37702159c6cd2c1a21cf66600e96cdc6rdbff,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
8644c9765c64da22776cd67eefe0f498u3aaz,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
6ed39d7c89fa2d423017cc9811f0c469i2157,0.0,28,12,0,15,23,27,13,5,0.21428571428571427,1684210527.0,2571703703703.7036,27,0.0,223603383458.82144,26,0,0,0,1,0,0,0,0
d92c8c2d4c29d4c785431a8b34ea135awepbr,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
2b19566f190ff3b8a85884e03c64fb56ir8a8,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
fdad47d27b793b74470086c35333d4fepycsl,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
f3ad2931359bca59c36ce55ba82f9af8enbi8,0.0,7,7,2,1,7,3,1,4,0.5714285714285714,286631578947.0,1553456140350.8333,6,26631578947.0,1000780701754.5,6,0,1,0,0,0,0,0,0
e22850afda081aba360cc18e2a9021caqjjov,0.0,1,1,0,1,1,1,1,1,1.0,76929105263158.0,76929105263158.0,1,894736842.0,894736842.0,1,0,0,1,0,0,0,0,0
a71f9ab1d130394882cbdab3c886f1b0fm6hu,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
98ad4163bb0b1abf72f165056d4bf1a1g8ekg,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
c478f94c1323552e85aec6e1013ecba586320,0.0,21,6,0,15,7,16,4,1,1.0,105263158.0,611013157894.75,20,105263158.0,71303258145.28572,21,0,0,0,0,0,0,0,1
d3920630f4891b9ef1a8a199ce5c830aua4yi,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
bcbd5c95680cab78cf904fb936dd03f86g19z,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
30c3c92cc9408f55cfa895ff8a505930a3yy1,0.0,1,1,0,1,1,1,1,1,1.0,76929105263158.0,76929105263158.0,1,8421052632.0,8421052632.0,1,0,0,0,0,0,0,0,1
764234598477e02cbf8a43983fd43850l1c8f,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
e735a2301a18772a8276aa1f17ef79efu4yew,0.0,2,2,0,1,2,2,2,2,0.0,1981684210526.0,1981684210526.0,1,7000000000.0,40236842105.5,2,0,0,0,1,0,0,0,0
3a32eb1c6dcc818e0df4953e978f2e89ljhnf,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
c08ae3075278ed0d139f00ead52ac2b0oy8nw,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,18421052632.0,18421052632.0,1,0,0,0,0,0,0,0,1
00a0517965f18610417ee784a05f494d4dw6e,0.0,13,11,1,2,12,13,4,12,0.07692307692307693,198631578948.0,6203214912280.75,12,105263158.0,399862348178.1539,13,1,0,0,0,0,0,0,0
f9753e9fd6e25e0a1ae176ab95c31146iaqnv,0.0,2,2,0,1,2,2,1,1,0.0,10816000000000.0,10816000000000.0,1,421052632.0,4473684210.5,2,0,0,0,0,1,0,0,0
83aa7c2c8c018888d9ebc6daf63bddb6f2i0d,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,58191526315790.0,58191526315790.0,1,0,0,0,1,0,0,0,0
1214fbf35079e7afc0a35645f8be8b218fd5o,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
17b41c48d6f53585c7bf3b65977eada0yxs8n,0.0,9,9,0,1,8,9,7,4,0.2222222222222222,93526315789.0,1055480263157.875,8,1947368421.0,20093567251.444443,9,0,0,0,0,0,0,0,1
42e631af9bd00e5e816f08eba3b102d5ch576,1.0,21,3,0,19,1,8,1,1,1.0,41947368421.0,638834210526.35,20,473684210.0,17298245613.904762,21,0,0,0,0,0,1,0,0
49eaad86d095aa5af75ce34e59e4b7f1mmf9q,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
464506515f2ae684bd510b3a50b9121ec7v3a,0.0,29,21,0,4,19,28,4,14,0.3448275862068966,23368421053.0,459240601503.7857,28,210526316.0,18125226860.344826,29,0,0,0,0,1,0,0,0
44d34926c0863edb7575b819980e0e728pn5b,0.0,1,1,0,1,1,1,1,1,1.0,76929105263158.0,76929105263158.0,1,105263158.0,105263158.0,1,0,0,0,0,0,0,0,1
171fbac128e6dcb51d0f07cf7ed8bd3er891e,0.0,34,6,4,10,1,34,1,5,0.0,105263158.0,37261562998.42424,24,157894737.0,94021671826.61765,33,0,0,0,0,0,0,0,1
e7cf764619380e5303089f04bf647f10thebb,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
f01e3769fdce36d31eae85525827ab17xeu31,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,265736842105.0,265736842105.0,1,0,0,0,0,0,1,0,0
fbacab353140582a4b8ae3412eefecbc753vs,0.0,20,16,0,4,15,20,3,10,0.55,35315789474.0,585963988919.6842,19,0.0,65178947368.5,20,0,0,0,0,0,0,0,1
b0973e698b12fe51ec2f259d924c6098rasmy,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,423631578948.0,423631578948.0,1,0,0,1,0,0,0,0,0
85d020b5f3d99d1272efa0a0d34c56a5dtvxb,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
a7c910e7c7796d979aa9a7a31d74a8eaqsapx,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
da2841ffcbeabaac373f00039c10f39fty6fa,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
098bfc9c440f9ba9e6371f774ec6a36fa0sq6,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
ed4802c318a7e04a5703ed115fe4f3a3kkugq,0.0,20,17,1,2,16,19,4,14,0.2,315789473.0,4045880886426.579,19,6052631579.0,151276315789.6,20,0,0,0,1,0,0,0,0
6679d668a393f336ba9d1cb6a154e03aifmkr,0.0,6,5,0,2,6,5,3,2,0.8333333333333334,170210526315.0,1953252631579.0,5,2263157894.0,15666666666.666666,6,1,0,0,0,0,0,0,0
c6453f296ce36005d7e7e67e159e1b7cdbmus,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
58f590a56f480589646d255d570b0877zcjw1,0.0,3,3,0,1,2,3,2,1,1.0,2523157894736.0,4155210526315.5,2,7315789473.0,15736842105.0,3,0,0,0,0,0,0,0,1
1df1dab2eb718c3da3f9a0aa90b93651sxqzo,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
b853c1e4d6a4657d35705772ca6cfdc3qtox5,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
a48837ccd05bca96ddbf02c55ecccf639adk2,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,568894736842.0,568894736842.0,1,0,0,1,0,0,0,0,0
b1e106943db37b1d002bcbe06b264b8bahuy0,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
1def3e23e479c9739abce6b3518013d39oejk,0.0,41,21,1,7,34,41,10,26,0.3902439024390244,1473684211.0,318502631578.925,40,52631579.0,61017105263.175,37,0,0,0,0,0,1,0,0
dcc5a79317a22bd0f6dca1f60fc866a8bei1d,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
a8c2410eb81513da23261a49135e4eeacw6dw,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
f9378eb3e522beef7e6a4e1f275bbe0eaboro,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
11e47dc08d7fa4d1a1953b5868892f72qvlho,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,1947368421.0,1947368421.0,1,0,0,0,0,0,0,0,1
c5120d10a23eb0c10d56a19fecbf9da85t4ow,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
4d1542974bc322859d3d099b8c5193felot1k,0.0,29,14,0,7,12,28,6,3,0.9310344827586207,9473684211.0,409872180451.1071,28,105263157.0,138727767695.06897,29,0,0,1,0,0,0,0,0
465c4f2ad08cc1e5f7a5e1e3ac75654ealh0g,0.0,2,2,0,1,2,2,2,1,0.0,1281210526316.0,1281210526316.0,1,8210526315.0,23657894736.5,2,0,0,0,0,0,0,0,1
6e178db6d17d21aa88aaca5bf15c2761lc500,0.0,2051,199,5,1613,361,1553,82,571,0.29644076060458313,0.0,37696739409.49951,917,0.0,216196537599.5056,422,0,0,0,1,0,0,0,0
30da67f34e3cc215b3bdad588410fab5655fx,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
ec3b2ff6f725e847f93285bc9d2b7b3dvcd4u,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,210526316.0,210526316.0,1,0,0,0,0,0,0,0,1
1395ca662a02245233af951cc7ad8313vk6w0,0.0,15,14,0,2,13,14,8,1,1.0,15631578948.0,901458646616.5,14,52631579.0,57575438596.6,14,0,0,0,0,1,0,0,0
9ae9782ecff93ddf1c6fa13d711b9fe1gc266,0.0,123,60,3,22,73,110,17,29,0.2601626016260163,736842105.0,110148835202.7541,119,0.0,63879385964.89167,104,0,0,0,0,1,0,0,0
08353687608279ddd83e4d36fadd1cd8ritj3,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
649b364bc466208e559858f0677b421dbnalw,0.0,10,8,0,3,7,10,4,5,0.6,24631578947.0,7316409356725.111,9,0.0,57782894737.125,8,0,0,0,0,1,0,0,0
1530008a712831e35a673d38959528f4ozipv,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
af14436f293c40a9904d9f06a323215bf7zdr,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
559bccfe60c7193963f09388fb681ea65k7dp,0.0,1,1,0,1,1,1,1,1,1.0,76929105263158.0,76929105263158.0,1,53210526315.0,53210526315.0,1,0,0,0,0,0,0,0,1
b9c59dcf41cd0a7ba779154872019cabmohkm,0.0,4,4,0,1,4,4,1,2,0.75,259578947369.0,22608649122807.0,3,1052631579.0,231894736842.0,4,0,0,0,0,0,0,0,1
6429ef4aebc7d1f4027b31a6e900d165nqvyz,0.0,9,8,0,2,9,9,6,2,0.0,107210526316.0,1196407894736.875,8,421052632.0,525426900584.8889,9,0,0,0,0,1,0,0,0
f4294bb3abb69fa3183e7e851b58b278k83z3,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
cc4763c97c3d7cc9116e0a51a6d1f2e82242i,0.0,4,4,1,1,4,4,2,4,0.25,1766105263158.0,3475807017544.0,3,16000000000.0,111473684210.66667,3,0,0,0,1,0,0,0,0
bea63152ca4d99f549999ca57b93d015z9kyh,0.0,10,2,0,9,8,10,4,8,0.2,277421052632.0,6507181286549.777,9,0.0,27710526315.9,10,0,0,0,1,0,0,0,0
2137e2626c568af8e56bfb72fdd5b9e19qiyt,0.0,1,1,0,1,1,1,1,1,1.0,76929105263158.0,76929105263158.0,1,41842105264.0,41842105264.0,1,1,0,0,0,0,0,0,0
470a0e402bb9cb4d48c2a450d2043e87flc2m,0.0,3,3,0,1,3,3,3,3,0.3333333333333333,1664421052632.0,1720421052631.5,2,842105263.0,14877192982.666666,3,0,0,0,0,1,0,0,0
d863897264a7e52d9c6a1be6dc453c6c9anz0,1.0,4,4,0,1,2,2,2,1,1.0,2526315790.0,335245614035.0,3,947368421.0,5434210526.25,4,0,0,1,0,0,0,0,0
b8d88a1167ab74ba64fd6d9c83308a6d4oa6v,0.0,5,5,1,1,2,5,2,2,0.4,224473684210.0,18654223684210.5,4,44210526316.0,2356694736842.2,5,0,0,0,0,1,0,0,0
67d6466d7f4a32d294196b8c16ee0b03kn9tf,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
86a626c876e7eb4be35f4f0b0a78f97a1rn7h,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
8cb96eaadc11cf4f914bad84518632e7czdyl,0.0,264,47,8,18,80,220,3,158,0.4015151515151515,0.0,293193716229.7377,257,473684211.0,1884109007697.1423,248,0,0,0,0,0,0,0,1
90fd7b3c991701dee376daeb09a0a5b7kawse,0.0,2,2,0,1,2,2,1,2,0.0,65395263157894.0,65395263157894.0,1,105263158.0,58684210526.0,2,0,0,0,1,0,0,0,0
f0fd9f1b3fc9ff10c2642b3bf81946e2rsq48,0.0,6,4,0,3,5,6,1,4,0.0,7684210526.0,13085336842105.2,5,0.0,32500000000.0,6,0,0,0,0,0,1,0,0
8e0462410d727b34290fec10fd5661761yc8u,0.0,20,20,0,1,16,20,2,12,0.4,32789473684.0,3971493074792.263,19,1368421053.0,191213157894.8,19,0,0,0,0,0,0,0,1
e21b238213c361523d276d67f37c05e3qot5q,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
c1d14f4355b7d3ef80f02628e5ef1d56u2510,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
86e698821a8aada613bfca1356d8cb7dopnv8,0.0,1,1,0,1,1,1,1,1,1.0,76929105263158.0,76929105263158.0,1,69789473684.0,69789473684.0,1,0,0,0,0,0,0,0,1
384ba7c5a8ccf55d174080d9ad7de9b8mfysi,0.0,54,27,0,24,42,53,20,36,0.2777777777777778,5052631579.0,1449308838133.0754,53,52631579.0,33006822612.11111,40,0,0,0,0,1,0,0,0
d8a4b49ed9ca241f025cdbd9637198fb71qmz,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
424aed9d807cfe0b2167cfdaa4957fc0heell,0.0,2,1,0,2,1,1,1,1,0.0,36684210527.0,36684210527.0,1,1526315789.0,1736842105.0,2,0,0,0,0,0,0,0,1
7259271b61d2f05200eb2e1ab1d2ec911jlaa,0.0,8,8,0,1,7,8,3,8,0.125,47368421053.0,1727105263157.8572,7,105263158.0,101546052631.75,8,1,0,0,0,0,0,0,0
ab3e02a6b47b250b738fdb010dc84cd7lrr07,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
81c9c749b2c9f97215f3ddaf8b5a5fe1k757u,0.0,2,2,0,1,2,2,1,1,0.0,3740210526316.0,3740210526316.0,1,3578947369.0,3578947369.0,1,0,0,0,0,1,0,0,0
96b7bb4238e7ebb439d81d63db4c2796aoofv,0.0,11,7,0,3,9,11,4,4,0.0,2210526316.0,916689473684.2,10,37894736842.0,615440789473.75,8,0,0,0,0,1,0,0,0
bf8de839c1a8b7994d19049667548e4ewchpm,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,58947368421.0,58947368421.0,1,0,0,0,0,1,0,0,0
6a97f70ba29a04e77eb3b137e157070dc2mqc,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
5ddf9ae899e629acf3e78141a9712a05a4feq,0.0,63,35,0,6,41,57,6,47,0.25396825396825395,578947368.0,211532258064.51614,62,52631578.0,48818713450.269844,61,0,0,0,0,1,0,0,0
18076726ec814a6f56da2cb9ea89d105j8vpm,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
2b13a870a46975494b749feea0c5c7ed170ll,0.0,322,128,1,54,139,294,36,67,0.19875776397515527,52631579.0,240450729627.80685,311,0.0,398860248447.2329,264,0,0,0,1,0,0,0,0
a7c263f3fe4f19ff677e5cb475f7e5a3gdom3,0.0,2,2,0,1,2,2,2,1,1.0,7420421052631.0,7420421052631.0,1,742157894737.0,784815789474.0,2,0,0,0,0,1,0,0,0
a7bc17dfb615eacffe397be5b2c2f3a6r0bb9,0.0,362,141,5,20,168,280,74,55,0.5828729281767956,0.0,213680565680.1274,350,0.0,1025723757718.3352,304,0,0,0,0,0,1,0,0
1aa485901ede7baf78ea116e297e9d7f9en6i,1.0,1407,293,15,68,261,1190,36,621,0.12011371712864251,0.0,54971924833.42034,865,52631579.0,200273842218.13153,1005,0,0,0,0,0,0,0,1
cad9c97e99bd5753be98edd9ad8ec8c8c7r66,1.0,136,29,2,11,1,2,2,2,0.9411764705882353,105263158.0,66850292397.659256,107,578947369.0,1706464582508.97,128,0,0,0,0,1,0,0,0
4ed4760782d4e2c65bee8cadc1fcdc89htz8b,0.0,15,14,1,2,12,12,1,8,0.26666666666666666,413473684211.0,5206789473684.214,14,3631578948.0,4165075187969.9287,14,0,0,1,0,0,0,0,0
91c749114e26abdb9a4536169f9b4580huern,1.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
d056594c1d7976b6ad4ba23e2b4cea19l2i0t,0.0,383,106,2,36,133,322,33,70,0.42297650130548303,0.0,202253513364.56284,358,0.0,199275037988.68503,311,0,0,0,0,0,1,0,0
5771ce26e8b0fcbe7e90106955638b251qj2w,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
9fbfbd8a57e4d4b18338063ffa43f1bez92lt,0.0,1,1,0,1,1,1,1,1,1.0,76929105263158.0,76929105263158.0,1,93263157895.0,93263157895.0,1,0,0,0,0,1,0,0,0
ba266f4898bf572447ad65856b362595yjt2a,0.0,57,46,1,5,41,55,12,30,0.3508771929824561,526315790.0,1374344924812.0356,56,0.0,190049861495.89474,56,1,0,0,0,0,0,0,0
a06311ea45de34bf667b79a92d13c764i6aiy,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
2daa71f0d138b8c2d61583d3b98a25e1mjp9c,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,5000000000.0,5000000000.0,1,0,0,0,0,0,0,0,1
c900620a019e78a3eee44109e4d1e1d2xd2gj,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
2b429b9235bab2877cd93ac6d9fbc2d7tzwre,0.0,348,60,0,257,119,276,25,166,0.35344827586206895,157894737.0,222425299560.13834,337,0.0,17544918330.304596,134,0,0,0,0,1,0,0,0
d3e1891edac2851f6d34de566802cac8m8dn0,0.0,6,5,0,2,5,5,2,5,0.0,2473684210.0,2524642105263.0,5,1315789474.0,4315789473.666667,6,0,0,0,0,1,0,0,0
3919be53bf4bd411ba25acfdc1362b49u4vle,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
3d2608a892e44dad3027ab55bfaa0b26r69hy,0.0,294,85,1,170,114,224,14,87,0.36054421768707484,52631579.0,262979881444.22525,279,0.0,538525589836.64484,162,0,0,0,0,1,0,0,0
53f61a2f33e8b07e49da643af49884782vzdu,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
80d8e3bfc8a2ecbf22614befbdaacf5fo6o5o,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
5b0665172160ea4015e79dfbcfa7ed86oe0mc,0.0,10,6,0,3,2,1,1,1,0.0,105263158.0,6982456140.333333,8,578947369.0,24877192982.444443,9,0,0,0,0,1,0,0,0
1e13eba969b6b953688c9e945544ac4741ilj,0.0,2,2,0,1,1,1,1,1,0.0,2421052632.0,2421052632.0,1,23684210527.0,35394736842.5,2,0,0,0,0,1,0,0,0
9f280cd011f10593dc245dad1d93b11dy6rg5,0.0,3,3,0,1,3,3,1,3,0.3333333333333333,1472736842105.0,3565789473684.0,2,368421052.0,33122807017.333332,3,0,0,0,1,0,0,0,0
69d8fbf99586bfaac64d31f82b9bee27wltkd,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,91052631579.0,91052631579.0,1,0,1,0,0,0,0,0,0
9a5fb8e2e5add29b006d789e4cfd1513paga5,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
3e9180fdf158409adc96aceffab6e00bejjah,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
e90e4701234b13b7a233a86967436806wqqw4,0.0,2184,362,20,64,337,1666,55,890,0.4033882783882784,0.0,35404224027.77462,888,0.0,310087955606.6103,1322,0,0,0,0,0,0,0,1
86a34cdbb975c141eea1854b10dbf1c8seom3,0.0,1,1,0,1,1,1,1,1,1.0,76929105263158.0,76929105263158.0,1,1526315790.0,1526315790.0,1,0,0,1,0,0,0,0,0
0825d381aa09d1d0c47c77c372f07acbe02ky,0.0,13,9,0,4,9,12,3,2,0.5384615384615384,3894736842.0,938464912280.6666,12,52631579.0,69141700404.84616,13,0,0,0,1,0,0,0,0
461c1d143120270fff5ebc1b91934951378ud,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
ef1d71dde32e587e761a1b39d5b374c7gk68y,0.0,4,2,0,2,1,1,1,1,1.0,8000000000.0,592666666666.6666,3,210526316.0,4000000000.25,4,0,0,0,0,1,0,0,0
5324221d38a79636bc4560cbcf2d75c4gimrm,0.0,3,2,0,2,2,3,1,1,1.0,814421052632.0,1366315789474.0,2,157894737.0,65649122807.0,3,0,0,0,0,0,0,0,1
1d69e006699adba0c79ab06f2f622445nuu63,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,1252210526316.0,1252210526316.0,1,0,0,0,0,1,0,0,0
47183c1427a3cee97ff9bd167844e65d9dzi2,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
510f33a3c0a290a0e43d2576d928a4abxieo3,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
